Density,Segment_Size,Dim,Dropout,Emb_Dropout,Layer_Dropout,Total_Test_Accuracy,Total_Test_Variance,Subject_1_Accuracy,Subject_2_Accuracy,Subject_3_Accuracy,Subject_4_Accuracy,Subject_5_Accuracy,Subject_6_Accuracy,Subject_7_Accuracy,Subject_8_Accuracy,Subject_9_Accuracy,Subject_1_Variance,Subject_2_Variance,Subject_3_Variance,Subject_4_Variance,Subject_5_Variance,Subject_6_Variance,Subject_7_Variance,Subject_8_Variance,Subject_9_Variance
20,2,128,0.1,0.1,0.2,0.5793841481208801,0.2436981482377524,0.5258771777153015,0.5371428728103638,0.5491304397583008,0.6436482071876526,0.7040293216705322,0.5091633796691895,0.5892241597175598,0.623913049697876,0.5012245178222656,0.2493303708833487,0.24862040816326536,0.24758620037807186,0.22936519220363086,0.20837204309731786,0.24991603307884003,0.2420390532104637,0.23464555765595457,0.2499985006247397
20,2,128,0.2,0.2,0.1,0.5792949795722961,0.24371230969791205,0.5236842036247253,0.5436734557151794,0.5321739315986633,0.6687296032905579,0.658608078956604,0.5470119714736938,0.5504310131072998,0.6356521844863892,0.5179591774940491,0.24943905817174514,0.2480926280716368,0.2489648393194707,0.22153030801387807,0.22484348374458268,0.24778987635116906,0.24745671076099887,0.23159848771266545,0.2496774677217826
10,5,256,0.1,0.1,0.1,0.5790272355079651,0.24375469850048218,0.5092105269432068,0.5273469090461731,0.5239130258560181,0.642019510269165,0.7249084115028381,0.5474103689193726,0.5663793087005615,0.6217391490936279,0.5102040767669678,0.24991516620498613,0.24925214493960846,0.24942816635160683,0.22983044912943368,0.1994162004052114,0.24775225790066818,0.24559378715814506,0.235179584120983,0.24989587671803418
10,2,128,0.1,0.2,0.1,0.5783578753471375,0.2438600432768806,0.5083333253860474,0.5330612063407898,0.5295652151107788,0.6729641556739807,0.6710622906684875,0.5701195597648621,0.5616379380226135,0.613043487071991,0.5044897794723511,0.24993055555555552,0.24890695543523522,0.249125897920605,0.22008339611030353,0.22073769941901808,0.2450832526467834,0.24620076545778827,0.23722117202268433,0.2499798417326114
20,2,128,0.2,0.1,0.2,0.5781347751617432,0.2438949590817034,0.530701756477356,0.531836748123169,0.52173912525177,0.6469055414199829,0.6714285612106323,0.5430278778076172,0.554741382598877,0.6356521844863892,0.5355101823806763,0.24905740227762385,0.2489864223240316,0.24952741020793956,0.2284187630637991,0.2206122448979592,0.2481486008158601,0.24700338139120095,0.2315984877126654,0.24873902540608078
20,5,256,0.2,0.1,0.2,0.5780455470085144,0.2439088975267424,0.5184210538864136,0.5391836762428284,0.5121739506721497,0.6635178923606873,0.7135531306266785,0.5470119714736938,0.5534482598304749,0.6030434966087341,0.5077551007270813,0.24966066481994464,0.24846463973344443,0.2498517958412098,0.22326189137285277,0.204395067691771,0.24778987635116906,0.24714328180737222,0.23938204158790174,0.24993985839233654
20,5,128,0.1,0.2,0.1,0.5774207711219788,0.2440060206117743,0.5451754331588745,0.5334693789482117,0.5121739506721497,0.6306188702583313,0.6908425092697144,0.5322709083557129,0.5396551489830017,0.6426087021827698,0.5404081344604492,0.24795917974761464,0.2488798000832986,0.2498517958412098,0.2329387049199461,0.2135791436890338,0.24895858795892126,0.24842746730083237,0.22966275992438565,0.24836718034152436
20,5,256,0.1,0.2,0.1,0.5765283703804016,0.24414341385573035,0.5377193093299866,0.5612244606018066,0.5417391657829285,0.6446254253387451,0.675091564655304,0.5143426656723022,0.5525861978530884,0.6213043332099915,0.5097959041595459,0.24857725453985843,0.2462515618492295,0.24825784499054823,0.22908349160203295,0.21934294033195134,0.24979428897954,0.24723469084423305,0.2352852551984877,0.2499040399833403
20,2,128,0.1,0.2,0.2,0.576215922832489,0.2441911251530989,0.5175438523292542,0.5297959446907043,0.5360869765281677,0.6687296032905579,0.6813187003135681,0.5426294803619385,0.5422413945198059,0.6217391490936279,0.5057142972946167,0.24969221298861188,0.24911220324864639,0.24869773156899813,0.2215303080138781,0.2171235358048545,0.2481827272582975,0.24821566587395957,0.23517958412098294,0.24996734693877554
10,5,256,0.1,0.2,0.1,0.5757697820663452,0.24425894564424586,0.5333333611488342,0.5334693789482117,0.519565224647522,0.6504886150360107,0.6769230961799622,0.5390438437461853,0.5508620738983154,0.615217387676239,0.5281632542610168,0.2488888888888889,0.24887980008329866,0.24961720226843104,0.2273531814661164,0.21869822485207105,0.24847557975270237,0.247413049940547,0.23672495274102082,0.24920683048729694
10,5,128,0.1,0.2,0.2,0.5756804943084717,0.24427246195352087,0.5122807025909424,0.5314285755157471,0.5313043594360352,0.6602605581283569,0.6527472734451294,0.539442241191864,0.5456896424293518,0.6552174091339111,0.5195918083190918,0.24984918436441989,0.2490122448979592,0.2490200378071834,0.2243165444726204,0.2266682767781669,0.24844431040777126,0.2479124554102259,0.22590756143667298,0.24961615993336106
10,2,128,0.2,0.2,0.2,0.5755912661552429,0.24428596233314434,0.5149123072624207,0.5265306234359741,0.5426086783409119,0.6553745865821838,0.6739926934242249,0.5422310829162598,0.5659482479095459,0.6078261137008667,0.5155102014541626,0.24977762388427202,0.2492961266139109,0.24818449905482037,0.22585873590170716,0.2197265493968791,0.2482165362454564,0.24565082491082044,0.23837353497164462,0.2497594335693461
20,2,256,0.1,0.1,0.2,0.5751003623008728,0.2443599296785536,0.5241228342056274,0.53632652759552,0.5173913240432739,0.6426709890365601,0.6615384817123413,0.5434262752532959,0.5650861859321594,0.6417391300201416,0.5138775706291199,0.24941809018159433,0.24868038317367763,0.2496975425330813,0.22964498297064168,0.223905325443787,0.24811415691814423,0.24576378567181922,0.2299100189035917,0.24980741357767597
10,2,256,0.2,0.1,0.2,0.574966549873352,0.24438001896026768,0.5175438523292542,0.522040843963623,0.530434787273407,0.6413680911064148,0.6761904954910278,0.5354581475257874,0.5508620738983154,0.6452174186706543,0.5244898200035095,0.2496922129886119,0.24951420241566022,0.24907372400756142,0.2300150664728538,0.21895691609977322,0.24874271836954964,0.24741304994054694,0.22891190926275998,0.24940024989587667
10,2,128,0.1,0.1,0.2,0.5749664902687073,0.24438001896026768,0.5236842036247253,0.545714259147644,0.5069565176963806,0.6491856575012207,0.6553113460540771,0.5302789211273193,0.5426723957061768,0.6617391705513,0.5281632542610168,0.24943905817174514,0.24791020408163264,0.24995160680529302,0.2277436365372577,0.22587838291134998,0.24908318915572766,0.24817906510107018,0.22384045368620037,0.249206830487297
10,5,256,0.1,0.2,0.2,0.5740740895271301,0.2445130315500686,0.5197368264198303,0.545714259147644,0.5173913240432739,0.6442996859550476,0.6769230961799622,0.5390438437461853,0.5392241477966309,0.6265217661857605,0.5232653021812439,0.2496104570637119,0.2479102040816326,0.24969754253308124,0.22917760400640858,0.21869822485207102,0.24847557975270232,0.2484614670035672,0.2339922495274102,0.24945872553102877
20,2,256,0.1,0.2,0.1,0.5735385417938232,0.2445920744806784,0.5188596844673157,0.5310204029083252,0.5147826075553894,0.6560260653495789,0.6296703219413757,0.5410358905792236,0.5706896781921387,0.6517391204833984,0.5187755227088928,0.2496443136349646,0.2490377342773844,0.24978147448015123,0.2256558690277881,0.23318560560318802,0.24831605847526222,0.24500297265160517,0.22697523629489602,0.24964748021657643
10,5,256,0.2,0.1,0.2,0.5726461410522461,0.2447225383262436,0.5127193331718445,0.5359183549880981,0.5321739315986633,0.6358305811882019,0.6527472734451294,0.5434262752532959,0.5568965673446655,0.6321739554405212,0.5236734747886658,0.24983821945213908,0.24870987088713042,0.2489648393194707,0.2315500429712782,0.22666827677816692,0.24811415691814412,0.2467627824019025,0.23253005671077506,0.24943956684714702
10,5,128,0.2,0.2,0.1,0.5725122690200806,0.2447419705098345,0.5289473533630371,0.5420408248901367,0.5130434632301331,0.6807817220687866,0.6282051205635071,0.5286852717399597,0.5275862216949463,0.6556521654129028,0.5110204219818115,0.24916204986149587,0.2482325697625989,0.24982986767485826,0.21731795562817638,0.23356344510190666,0.24917715591816006,0.24923900118906067,0.22577240075614366,0.249878550603915
20,2,128,0.2,0.2,0.2,0.5721999406814575,0.24478717288709606,0.5171052813529968,0.5383673310279846,0.5182608962059021,0.6351791620254517,0.6597069501876831,0.5354581475257874,0.5534482598304749,0.6321739554405212,0.5306122303009033,0.24970740997229918,0.2485279466888796,0.24966654064272215,0.23172659656866387,0.2244936870211596,0.24874271836954964,0.24714328180737222,0.23253005671077503,0.24906289046230734
10,5,256,0.1,0.1,0.2,0.5718875527381897,0.24483218012612704,0.5122807025909424,0.5334693789482117,0.532608687877655,0.6289902329444885,0.6882783770561218,0.5517928600311279,0.5288792848587036,0.6304348111152649,0.5077551007270813,0.24984918436441989,0.2488798000832986,0.2489366729678639,0.23336152107714672,0.21455124850729249,0.2473175028967794,0.2491659854340071,0.23298676748582228,0.24993985839233657
20,2,128,0.1,0.1,0.1,0.5717090368270874,0.24485781093534734,0.5451754331588745,0.5285714268684387,0.502173900604248,0.6143322587013245,0.6890109777450562,0.5398406386375427,0.5616379380226135,0.5995652079582214,0.5367347002029419,0.24795917974761464,0.24918367346938775,0.2499952741020794,0.23692813716856415,0.21427484603308777,0.24841272360756175,0.24620076545778827,0.2400867674858223,0.2486505622657226
20,5,256,0.1,0.1,0.2,0.5711289048194885,0.24494067100869144,0.5254386067390442,0.5453061461448669,0.5317391157150269,0.6410423517227173,0.6820513010025024,0.5175299048423767,0.5491379499435425,0.6213043332099915,0.4938775599002838,0.24935287780855642,0.24794735526863804,0.2489926275992438,0.2301070568387994,0.21685733070348456,0.24969270329042395,0.24758546373365042,0.2352852551984877,0.24996251561849234
20,5,128,0.2,0.2,0.1,0.5701919198036194,0.24507310017500716,0.5,0.5371428728103638,0.5099999904632568,0.6576547026634216,0.6384615302085876,0.5330677628517151,0.560775876045227,0.6313043832778931,0.5289795994758606,0.25,0.24862040816326525,0.24989999999999998,0.2251449882757377,0.2308284023668639,0.24890652529324936,0.24630629458977402,0.23275916824196596,0.24916018325697628
20,5,128,0.1,0.2,0.2,0.5700134038925171,0.24509812565747158,0.5140351057052612,0.5163265466690063,0.5165217518806458,0.6488599181175232,0.6589743494987488,0.5358566045761108,0.5469827651977539,0.6313043832778931,0.5273469090461731,0.24980301631271157,0.2497334443981675,0.2497270321361059,0.2278407197954355,0.22472715318869166,0.24871430612212506,0.24779262039239006,0.23275916824196596,0.24925214493960848
20,5,256,0.2,0.2,0.2,0.5692994594573975,0.24519759040126987,0.5245614051818848,0.5240816473960876,0.5182608962059021,0.6504886150360107,0.6410256624221802,0.5187250971794128,0.550000011920929,0.6391304731369019,0.526938796043396,0.24939673745767935,0.24942007496876303,0.24966654064272215,0.22735318146611638,0.23011176857330704,0.24964937064491044,0.24750000000000003,0.23064272211720227,0.24927430237401083
10,5,128,0.2,0.1,0.1,0.5680946111679077,0.24536312536575974,0.5092105269432068,0.5224489569664001,0.5373913049697876,0.6488599181175232,0.6582417488098145,0.5749003887176514,0.5228448510169983,0.6121739149093628,0.4902040958404541,0.2499151662049862,0.24949604331528527,0.24860189035916821,0.2278407197954355,0.22495954594855694,0.24438993031856632,0.24947811385255647,0.2374170132325142,0.24990403998334035
20,2,128,0.1,0.2,0.1,0.5677376389503479,0.24541161522484398,0.5267543792724609,0.5302040576934814,0.5130434632301331,0.6289902329444885,0.6915751099586487,0.554183304309845,0.5370689630508423,0.5926086902618408,0.4995918273925781,0.2492842028316405,0.249087713452728,0.24982986767485826,0.23336152107714672,0.21329898428799532,0.24706417358454622,0.24862589179548159,0.241423629489603,0.24999983340274884
10,2,256,0.2,0.2,0.1,0.5677375793457031,0.24541161522484392,0.519298255443573,0.5289795994758606,0.519565224647522,0.6433224678039551,0.641391932964325,0.5338645577430725,0.553017258644104,0.6160869598388672,0.5232653021812439,0.2496275777162204,0.24916018325697628,0.24961720226843098,0.2294586679964774,0.2300083189094178,0.2488531928064634,0.24718917211652794,0.23652381852551985,0.24945872553102877
20,2,128,0.2,0.1,0.1,0.567157506942749,0.2454898676464995,0.5092105269432068,0.5379591584205627,0.5147826075553894,0.6371335387229919,0.6311355233192444,0.5330677628517151,0.5491379499435425,0.6408695578575134,0.5232653021812439,0.24991516620498613,0.24855910037484383,0.2497814744801512,0.2311943893303908,0.23280347247380215,0.24890652529324936,0.24758546373365042,0.23015576559546314,0.24945872553102877
10,2,128,0.2,0.1,0.1,0.5670682191848755,0.24550184674440728,0.5179824829101562,0.5273469090461731,0.5186956524848938,0.6257328987121582,0.6340659260749817,0.5338645577430725,0.5556034445762634,0.6334782838821411,0.5322449207305908,0.24967663127116038,0.24925214493960854,0.24965047258979206,0.23419123810332204,0.23202632532302864,0.2488531928064634,0.24690825653983353,0.23218355387523626,0.24896026655560183
20,2,256,0.2,0.2,0.2,0.566889762878418,0.2455257571512686,0.5175438523292542,0.5518367290496826,0.5152174234390259,0.6439739465713501,0.6358974575996399,0.541832685470581,0.5732758641242981,0.5873913168907166,0.5032653212547302,0.24969221298861188,0.24731295293627653,0.24976843100189042,0.22927150420694115,0.23153188691650228,0.24825002777733682,0.24463064803804993,0.2423627599243856,0.24998933777592677
10,2,256,0.1,0.2,0.2,0.5662204027175903,0.24561485368316444,0.5250000357627869,0.5257142782211304,0.5300000309944153,0.651140034198761,0.6252747178077698,0.5374501943588257,0.5439655184745789,0.6078261137008667,0.518367350101471,0.249375,0.24933877551020409,0.2491,0.2271566807074876,0.2343062432073421,0.24859748257964162,0.24806703329369795,0.23837353497164462,0.2496626405664306
10,5,256,0.2,0.2,0.1,0.5658187866210938,0.24566788150171215,0.5293859839439392,0.5199999809265137,0.49347826838493347,0.6557003259658813,0.6761904954910278,0.5350597500801086,0.5185344815254211,0.6330434679985046,0.49102041125297546,0.2491364650661742,0.2496,0.24995746691871457,0.22575740856666915,0.21895691609977327,0.24877081316169583,0.24965647294887036,0.2322994328922495,0.24991936693044567
10,5,128,0.2,0.2,0.2,0.5654172301292419,0.24572058674481753,0.5105262994766235,0.5326530337333679,0.508695662021637,0.6130293011665344,0.6626373529434204,0.54820716381073,0.5478448271751404,0.6121739149093628,0.5248979330062866,0.2498891966759003,0.24893377759266974,0.24992438563327038,0.23722437373340832,0.223549088274363,0.24767606863383118,0.24771087247324616,0.2374170132325142,0.24938009162848815
10,2,256,0.1,0.2,0.1,0.5623828768730164,0.2461083781802802,0.5021929740905762,0.5110204219818115,0.510869562625885,0.6166123747825623,0.6710622906684875,0.541832685470581,0.5512930750846863,0.6234782934188843,0.5032653212547302,0.24999519082794708,0.249878550603915,0.2498818525519849,0.2364015533321308,0.22073769941901808,0.24825002777733685,0.24736901753864446,0.23475311909262758,0.24998933777592677
20,2,256,0.1,0.2,0.2,0.5623828172683716,0.2461083781802802,0.5214912295341492,0.5265306234359741,0.5286956429481506,0.6195439696311951,0.6201465129852295,0.5278884768486023,0.5474137663841248,0.626086950302124,0.5216326713562012,0.24953812711603574,0.2492961266139109,0.24917655954631385,0.23570923829430554,0.23556481369668184,0.24922223456770531,0.24775193222354341,0.23410207939508507,0.24953202832153265
20,5,128,0.2,0.1,0.2,0.5611780285835266,0.2462572467469163,0.4912280738353729,0.5518367290496826,0.5213043689727783,0.618241012096405,0.6783882975578308,0.5195218920707703,0.5551723837852478,0.5843478441238403,0.4975510239601135,0.24992305324715294,0.2473129529362766,0.2495461247637051,0.23601905590510242,0.21817762213366612,0.24961889493817555,0.24695600475624258,0.24288544423440453,0.24999400249895876
10,2,256,0.1,0.1,0.2,0.5609549283981323,0.24628449640696756,0.5188596844673157,0.522857129573822,0.5065217614173889,0.6289902329444885,0.639194130897522,0.5342629551887512,0.5418103337287903,0.6465217471122742,0.4820408225059509,0.2496443136349646,0.24947755102040817,0.24995746691871457,0.23336152107714672,0.23062499161400257,0.2488260503801527,0.24825189506539838,0.22853137996219283,0.24967746772178265
20,2,256,0.2,0.1,0.1,0.5606426000595093,0.2463224786696989,0.530701756477356,0.5420408248901367,0.5252174139022827,0.628664493560791,0.620512843132019,0.5254980325698853,0.5237069129943848,0.5965217351913452,0.5257142782211304,0.24905740227762385,0.2482325697625989,0.24936408317580339,0.2334454476970578,0.23547666009204465,0.24934985158965733,0.24943798305588583,0.24068355387523632,0.2493387755102041
10,5,128,0.2,0.1,0.2,0.5604640245437622,0.24634409520674797,0.5013157725334167,0.5387755036354065,0.5300000309944153,0.6335504651069641,0.60329669713974,0.5250996351242065,0.5426723957061768,0.5991304516792297,0.5432652831077576,0.24999826869806097,0.24849645980841317,0.24909999999999993,0.23216426699487525,0.23932979108803287,0.24937000999984127,0.24817906510107018,0.24017315689981095,0.24812811328613082
10,2,128,0.2,0.1,0.2,0.5579205751419067,0.24664520743492588,0.5289473533630371,0.5489795804023743,0.5152174234390259,0.6127035617828369,0.5978022217750549,0.528286874294281,0.5405172109603882,0.6243478655815125,0.5053061246871948,0.24916204986149582,0.24760099958350687,0.24976843100189042,0.2372979023650118,0.2404347301050598,0.2491998539705719,0.24835835315101074,0.23453761814744806,0.24997184506455647
20,5,128,0.1,0.1,0.2,0.5565372705459595,0.24680353821453702,0.5219298601150513,0.526938796043396,0.5247825980186462,0.6061888933181763,0.6366300582885742,0.537051796913147,0.5405172109603882,0.6082608699798584,0.48326531052589417,0.24951908279470608,0.24927430237401088,0.24938582230623815,0.23872391219004974,0.23133223309047485,0.24862716464818022,0.24835835315101074,0.238279584120983,0.24971995002082464
20,5,128,0.2,0.2,0.2,0.5559571981430054,0.24686879602300324,0.4929824769496918,0.5159183740615845,0.5186956524848938,0.6172638535499573,0.6355311274528503,0.5207171440124512,0.5258620381355286,0.6317391395568848,0.5175510048866272,0.2499507540781779,0.24974660558100786,0.24965047258979206,0.23624919097284847,0.2316313113016409,0.24957080046348468,0.24933115338882286,0.23264480151228736,0.24969196168263222
