Wavelet,Density,Segment_Size,Dim,Dropout,Emb_Dropout,Layer_Dropout,Total_Test_Accuracy,Total_Test_Variance,Subject_1_Accuracy,Subject_2_Accuracy,Subject_3_Accuracy,Subject_4_Accuracy,Subject_5_Accuracy,Subject_6_Accuracy,Subject_7_Accuracy,Subject_8_Accuracy,Subject_9_Accuracy,Subject_1_Variance,Subject_2_Variance,Subject_3_Variance,Subject_4_Variance,Subject_5_Variance,Subject_6_Variance,Subject_7_Variance,Subject_8_Variance,Subject_9_Variance
shan1.0-1.0,10,2,128,0.2,0.2,0.2,0.7050424814224243,0.20795761756929051,0.6307017803192139,0.5518367290496826,0.5678260922431946,0.8612377643585205,0.6161172389984131,0.6713147759437561,0.698706865310669,0.906521737575531,0.8110204339027405,0.23291705140043087,0.2473129529362766,0.2453996219281664,0.11950726267652709,0.2365167921211877,0.22065125950381737,0.2105155692627824,0.08474007561436674,0.15326630570595584
cmor2.0-1.0,10,2,128,0.1,0.1,0.2,0.704640805721283,0.20812214896573747,0.6214912533760071,0.5653061270713806,0.571739137172699,0.8749185800552368,0.6025640964508057,0.7103585600852966,0.679741382598877,0.900869607925415,0.7799999713897705,0.2352398815020006,0.24573511037067894,0.24485349716446125,0.10943606828719668,0.23948060486522024,0.20574927382105043,0.21769303656361474,0.08930359168241965,0.1716
cmor2.0-1.0,10,2,128,0.1,0.2,0.1,0.7045515775680542,0.20815866769173977,0.6258772015571594,0.5893877744674683,0.5439130663871765,0.8680781722068787,0.6175824403762817,0.6856573820114136,0.7056034207344055,0.8830434679985046,0.786530613899231,0.23415493228685746,0.24200982923781758,0.24807164461247636,0.11451845642924595,0.23617437507547404,0.21553134077236866,0.20772722205707492,0.10327769376181475,0.16790020824656393
cgau6,10,2,128,0.2,0.2,0.2,0.7035698890686035,0.20855932232076702,0.6100877523422241,0.5779591798782349,0.5582608580589294,0.8687296509742737,0.5978022217750549,0.7127490043640137,0.6991379261016846,0.8965217471122742,0.7771428823471069,0.2378806940597107,0.2439223656809663,0.24660567107750472,0.1140384513363537,0.2404347301050598,0.20473786130378882,0.2103440844233056,0.09277051039697543,0.1731918367346939
cmor2.0-1.0,10,2,128,0.1,0.1,0.1,0.7014725804328918,0.20940880881849575,0.6175438761711121,0.5885714292526245,0.554347813129425,0.8684039115905762,0.6051282286643982,0.6689243316650391,0.6875,0.8969565629959106,0.7918367385864258,0.23618344105878733,0.2421551020408163,0.24704631379962186,0.11427855998472133,0.23894806048652203,0.2214645799273027,0.21484375,0.09242551984877127,0.16483132028321534
shan1.0-1.0,10,5,128,0.1,0.2,0.1,0.7006247639656067,0.20974972128087935,0.605701744556427,0.5612244606018066,0.5513043403625488,0.8697068095207214,0.6018314957618713,0.6509960293769836,0.704741358757019,0.9086956977844238,0.8183673620223999,0.23882713911972914,0.2462515618492295,0.2473678638941399,0.11331685216819273,0.23963034523474083,0.22720020317137823,0.2080809675980975,0.08296786389413989,0.14864223240316535
cmor2.0-1.0,10,2,128,0.2,0.2,0.1,0.7000892758369446,0.2099642936862229,0.6320175528526306,0.5579591989517212,0.5569565296173096,0.8599348664283752,0.6102564334869385,0.6912350654602051,0.6943965554237366,0.8834782838821411,0.7820408344268799,0.23257136811326554,0.24664073302790507,0.24675595463137998,0.12044690129338242,0.23784352399737016,0.21342915191822356,0.21220998067776456,0.1029444234404537,0.1704529779258642
cmor2.0-1.0,10,5,128,0.2,0.2,0.1,0.6998214721679688,0.21007136483859978,0.6070175766944885,0.5534693598747253,0.5565217733383179,0.8716612458229065,0.6128205060958862,0.6705179214477539,0.681034505367279,0.9113043546676636,0.7979592084884644,0.2385472453062481,0.24714102457309453,0.24680529300567108,0.11186792432810956,0.2372715318869165,0.22092363613275984,0.21722651605231866,0.08082873345935727,0.1612203248646397
shan1.0-1.0,10,5,128,0.2,0.1,0.2,0.6992859840393066,0.21028507704276378,0.6000000238418579,0.5534693598747253,0.5565217733383179,0.8618892431259155,0.58681321144104,0.7019920349121094,0.704741358757019,0.9095652103424072,0.7877550721168518,0.24000000000000002,0.24714102457309453,0.24680529300567108,0.11903617014504134,0.2424634705953387,0.20919921906001493,0.2080809675980975,0.08225633270321361,0.1671970012494794
cmor2.0-1.0,10,5,128,0.1,0.1,0.2,0.6987951397895813,0.2104804761213529,0.6122807264328003,0.5555102229118347,0.5708695650100708,0.8716612458229065,0.5901098847389221,0.6669322848320007,0.6862068772315979,0.9143478274345398,0.7893877625465393,0.23739304401354264,0.24691861724281547,0.24497750472589794,0.11186792432810957,0.24188020770438354,0.22213361692671543,0.2153269916765755,0.07831587901701324,0.16625472719700127
shan1.0-1.0,10,5,128,0.1,0.2,0.2,0.698215126991272,0.21071078104873264,0.6188596487045288,0.5722448825836182,0.5347826480865479,0.851791501045227,0.6062270998954773,0.6952191591262817,0.6918103694915771,0.895652174949646,0.7853060960769653,0.2358723838104032,0.2447806747188671,0.24879017013232516,0.12624271875563667,0.2387158019026151,0.21188949381755845,0.2132087916171225,0.09345935727788279,0.16860041649312785
cgau6,10,2,128,0.2,0.1,0.2,0.6962516903877258,0.21148528070335784,0.5820175409317017,0.5493877530097961,0.5560869574546814,0.8664494752883911,0.5893772840499878,0.6964143514633179,0.709482729434967,0.8969565629959106,0.7857142686843872,0.24327312249923055,0.24756084964598085,0.24685425330812855,0.11571475559422383,0.2420117001435683,0.2114214060094284,0.20611697384066588,0.09242551984877127,0.1683673469387755
cgau6,10,2,128,0.1,0.2,0.1,0.6954931020736694,0.211782454325209,0.5828947424888611,0.5608163475990295,0.5530434846878052,0.8514657616615295,0.6025640964508057,0.6800796985626221,0.7081896662712097,0.9086956977844238,0.7804081439971924,0.24312846260387813,0.24630137442732195,0.24718638941398863,0.1264717928041677,0.23948060486522024,0.21757130839193026,0.2066570674791914,0.08296786389413989,0.1713712619741774
shan1.0-1.0,10,2,128,0.1,0.2,0.1,0.6951807141304016,0.21190448541152565,0.6004385948181152,0.5865306258201599,0.5443478226661682,0.8703582882881165,0.5945054888725281,0.6677290797233582,0.6784482598304749,0.8830434679985046,0.7938775420188904,0.23991208833487226,0.24251245314452308,0.24803327032136102,0.11283472503687042,0.24106871150827194,0.2218669544927858,0.21815621284185494,0.10327769376181474,0.16363598500624738
cmor2.0-1.0,10,5,128,0.1,0.2,0.2,0.694734513759613,0.21207847702974125,0.6026315689086914,0.5538775324821472,0.5530434846878052,0.8579804301261902,0.591208815574646,0.690039873123169,0.6762930750846863,0.9069565534591675,0.7881632447242737,0.2394667590027701,0.24709720949604327,0.24718638941398863,0.12184999310337509,0.24168095640623113,0.21388485897049256,0.2189207416765755,0.08438638941398866,0.16696193252811328
shan1.0-1.0,10,2,128,0.2,0.1,0.1,0.6935743689537048,0.21252899146787954,0.6118420958518982,0.5453061461448669,0.5652173757553101,0.8618892431259155,0.596703290939331,0.6442230939865112,0.685775876045227,0.915217399597168,0.7853060960769653,0.23749134349030473,0.24794735526863804,0.24574669187145554,0.11903617014504132,0.24064847240671416,0.22919969524293263,0.2154873290725327,0.07759451795841209,0.16860041649312787
cgau6,10,5,128,0.1,0.2,0.1,0.6929049491882324,0.21278767905177157,0.5960526466369629,0.5542857050895691,0.557391345500946,0.860260546207428,0.5754578709602356,0.6856573820114136,0.693965494632721,0.895652174949646,0.7861224412918091,0.24077389196675902,0.24705306122448983,0.24670623818525522,0.12021230994493311,0.24430610903138375,0.21553134077236866,0.21237737812128418,0.09345935727788279,0.16813394418992084
cgau6,10,2,128,0.1,0.1,0.1,0.6926372647285461,0.21289090319331766,0.5793859958648682,0.5628571510314941,0.550000011920929,0.8635178804397583,0.5780220031738281,0.6868525743484497,0.6762930750846863,0.9204347729682922,0.7828571200370789,0.24369786857494616,0.24604897959183672,0.2475,0.11785472524907427,0.24391257094553795,0.21508610974428974,0.2189207416765755,0.07323459357277882,0.1699918367346939
shan1.0-1.0,10,2,128,0.2,0.1,0.2,0.6925926208496094,0.21290809327846363,0.6083333492279053,0.554693877696991,0.5591304302215576,0.8612377643585205,0.5827838778495789,0.6613546013832092,0.7004310488700867,0.8860870003700256,0.7881632447242737,0.2382638888888889,0.247008579758434,0.24650359168241967,0.11950726267652709,0.2431468287512244,0.22396469897303214,0.20982740041617118,0.10093686200378074,0.16696193252811325
cgau6,10,2,128,0.2,0.2,0.1,0.6912986040115356,0.2134048733980993,0.5868421196937561,0.5702040791511536,0.560869574546814,0.8605862855911255,0.5805860757827759,0.6792829036712646,0.6926724314689636,0.895652174949646,0.7624489665031433,0.24245844875346256,0.24507138692211577,0.24629489603024576,0.11997750639264076,0.24350588361577374,0.21785765305312615,0.21287734096313912,0.09345935727788279,0.18112053311120366
shan1.0-1.0,10,5,128,0.1,0.1,0.1,0.6911201477050781,0.21347313195466183,0.5951754450798035,0.5526530742645264,0.5643478631973267,0.8514657616615295,0.5813186764717102,0.6442230939865112,0.681034505367279,0.9169565439224243,0.8048979640007019,0.24094163588796555,0.24722765514369016,0.24585935727788277,0.1264717928041677,0.24338727206859073,0.22919969524293263,0.21722651605231866,0.07614725897920605,0.15703723448563098
cgau6,10,5,128,0.2,0.2,0.1,0.6910308599472046,0.21350723733846586,0.5802631974220276,0.5738775730133057,0.5504347681999207,0.8599348664283752,0.5670329928398132,0.6745020151138306,0.6870689392089844,0.9047826528549194,0.7897959351539612,0.24355782548476448,0.244542107455227,0.24745633270321363,0.12044690129338241,0.24550658133075717,0.2195490547769083,0.21500520214030916,0.08615103969754252,0.16601832569762598
cmor2.0-1.0,10,2,128,0.2,0.1,0.1,0.6903168559074402,0.21377950694144515,0.594298243522644,0.5563265085220337,0.5617391467094421,0.8648208379745483,0.607692301273346,0.6266932487487793,0.7004310488700867,0.8908695578575134,0.7751020193099976,0.24110784087411508,0.24682732194918786,0.24618827977315694,0.11690574966312638,0.23840236686390534,0.2339488262091078,0.20982740041617118,0.0972209829867675,0.1743188671386922
cgau6,10,5,128,0.2,0.1,0.1,0.6894689798355103,0.2141015029427044,0.5741228461265564,0.549795925617218,0.5613043308258057,0.8589576482772827,0.5835164785385132,0.6780876517295837,0.682758629322052,0.9078261256217957,0.7755101919174194,0.2445058094798399,0.24752036651395248,0.24624177693761815,0.12114940211567231,0.24302499698104096,0.21828478913033125,0.21659928656361468,0.08367788279773156,0.17409412744689712
cmor2.0-1.0,10,5,128,0.1,0.2,0.1,0.6888442635536194,0.21433784321678603,0.605701744556427,0.5473469495773315,0.5713043808937073,0.8557003140449524,0.5853480100631714,0.6466135382652283,0.6931034326553345,0.9021739363670349,0.7632653117179871,0.2388271391197292,0.2477582673885881,0.24491568998109642,0.12347727827350954,0.24271572139704015,0.22850446818304465,0.21271105826397146,0.0882561436672968,0.1806913785922532
cgau6,10,2,128,0.1,0.2,0.2,0.6883980631828308,0.21450617980872866,0.5776315927505493,0.5432652831077576,0.5482608675956726,0.8576546907424927,0.5860806107521057,0.6772908568382263,0.679741382598877,0.9091304540634155,0.7824490070343018,0.2439733379501385,0.24812811328613082,0.24767088846880908,0.12208309902492334,0.24259013270002278,0.21856795923874223,0.21769303656361472,0.08261228733459357,0.17022257392753018
cgau6,10,5,128,0.1,0.2,0.2,0.6877287030220032,0.2147579379942299,0.5850877165794373,0.5375510454177856,0.5586956739425659,0.8612377643585205,0.5827838778495789,0.6693227291107178,0.6918103694915771,0.9069565534591675,0.7632653117179871,0.24276008002462302,0.24858992086630563,0.24655482041587903,0.11950726267652709,0.2431468287512244,0.22132982016158473,0.21320879161712247,0.08438638941398864,0.1806913785922532
cmor2.0-1.0,10,5,128,0.2,0.1,0.2,0.6848728656768799,0.21582203871263725,0.5912280678749084,0.5600000023841858,0.5678260922431946,0.8462540507316589,0.5915750861167908,0.638247013092041,0.6685344576835632,0.9069565534591675,0.7632653117179871,0.2416774392120653,0.24639999999999998,0.2453996219281664,0.13010811785801438,0.2416140026030136,0.2308877636862907,0.2215961281212842,0.08438638941398866,0.1806913785922532
cgau6,10,5,128,0.1,0.1,0.2,0.6838465332984924,0.21620046550424019,0.5815789699554443,0.5293877720832825,0.5591304302215576,0.8527687191963196,0.5846154093742371,0.6681274771690369,0.6530172228813171,0.9252173900604248,0.76816326379776,0.2433448753462604,0.2491363598500625,0.24650359168241967,0.12555422338698555,0.24284023668639057,0.2217331470929033,0.22658572384066586,0.06919017013232515,0.17808846314035817
shan1.0-1.0,10,5,128,0.1,0.1,0.2,0.6835787296295166,0.21629883906691266,0.5824561715126038,0.5391836762428284,0.5595652461051941,0.861563503742218,0.5699633955955505,0.6254979968070984,0.6788793206214905,0.9121739268302917,0.7914285659790039,0.24320098491843645,0.24846463973344438,0.2464519848771266,0.11927182251270571,0.24510512686336863,0.23425024999603175,0.21800219233055884,0.0801126654064272,0.16506938775510202
cmor2.0-1.0,10,5,256,0.1,0.2,0.2,0.6822847127914429,0.2167722902119659,0.577193021774292,0.5404081344604492,0.5495652556419373,0.8449511528015137,0.5849816799163818,0.6370518207550049,0.6943965554237366,0.9078261256217957,0.7742857336997986,0.24404124345952596,0.24836718034152436,0.24754328922495272,0.13100871096775563,0.24277811321767365,0.23121680608244313,0.21220998067776456,0.08367788279773156,0.17476734693877555
shan1.0-1.0,10,2,256,0.2,0.2,0.2,0.6813476085662842,0.21711304337783477,0.59254390001297,0.5502040982246399,0.5591304302215576,0.8442996740341187,0.5970696210861206,0.6163346767425537,0.6616379022598267,0.9160869717597961,0.7644897699356079,0.24143563404124352,0.2474795501874219,0.24650359168241967,0.13145773429956817,0.24057749332474607,0.2364662465675148,0.22387317925089179,0.07687164461247636,0.1800451478550604
shan1.0-1.0,10,5,128,0.2,0.2,0.1,0.6808567643165588,0.21729083222672038,0.5789473652839661,0.5534693598747253,0.550000011920929,0.8342019319534302,0.5728937983512878,0.6223107576370239,0.689224123954773,0.9134782552719116,0.7877550721168518,0.24376731301939064,0.24714102457309453,0.2475,0.1383090536769621,0.2446864978733111,0.23504007872890903,0.2141942256242568,0.07903572778827977,0.1671970012494794
cgau6,10,5,128,0.2,0.2,0.2,0.6806336641311646,0.21737148604333548,0.5723684430122375,0.5608163475990295,0.552173912525177,0.837785005569458,0.5677655935287476,0.6434262990951538,0.6883620619773865,0.917391300201416,0.7591836452484131,0.24476281163434901,0.2463013744273219,0.24727788279773158,0.135901282772231,0.24540782782541018,0.2294288979540007,0.21451973097502972,0.0757844990548204,0.18282382340691375
shan1.0-1.0,10,5,256,0.1,0.1,0.2,0.6799643039703369,0.21761285013125042,0.5745614171028137,0.5334693789482117,0.5417391657829285,0.8553745746612549,0.5765568017959595,0.6031872630119324,0.6853448152542114,0.9195652604103088,0.7983673214912415,0.24444059710680208,0.24887980008329866,0.24825784499054823,0.12370889876815669,0.2441390599632358,0.23935239123188523,0.21564729488703926,0.07396502835538751,0.16097692628071636
cmor2.0-1.0,10,2,256,0.2,0.1,0.2,0.6782687306404114,0.21822029553087652,0.5872806906700134,0.5302040576934814,0.5552173852920532,0.8540716171264648,0.5677655935287476,0.6111553907394409,0.6788793206214905,0.9204347729682922,0.7702040672302246,0.24238207910126194,0.24908771345272804,0.2469510396975425,0.12463325870831522,0.24540782782541018,0.23764448183362172,0.21800219233055887,0.07323459357277882,0.17698975426905458
shan1.0-1.0,10,5,128,0.2,0.1,0.1,0.6767067909240723,0.21877469718230347,0.573245644569397,0.5383673310279846,0.5591304302215576,0.8534201979637146,0.5659340620040894,0.6219123601913452,0.6633620858192444,0.9134782552719116,0.7702040672302246,0.24463508002462295,0.24852794668887962,0.24650359168241967,0.12509416545533641,0.2456526989494022,0.2351373787717655,0.2233128344233056,0.07903572778827977,0.17698975426905458
shan1.0-1.0,10,5,256,0.1,0.1,0.1,0.6766175627708435,0.21880622992739462,0.5635964870452881,0.5199999809265137,0.5469565391540527,0.8605862855911255,0.5743589997291565,0.6000000238418579,0.6995689868927002,0.9086956977844238,0.7824490070343018,0.24595548630347802,0.2496,0.24779508506616257,0.11997750639264076,0.2444707429322814,0.24000000000000005,0.21017222800237811,0.08296786389413989,0.17022257392753018
cgau6,10,5,128,0.1,0.1,0.1,0.6751450300216675,0.21932422037796684,0.5671052932739258,0.527755081653595,0.5560869574546814,0.8495113849639893,0.5736263990402222,0.6346613764762878,0.6879310607910156,0.9108695983886719,0.7375510334968567,0.2454968836565097,0.24922965431070387,0.24685425330812855,0.12784178081465053,0.24457915710662964,0.23186631958222884,0.2146819262782402,0.08118620037807182,0.1935695127030404
cmor2.0-1.0,10,5,256,0.2,0.1,0.2,0.6732261776924133,0.21999267036911593,0.5723684430122375,0.5330612063407898,0.560869574546814,0.851791501045227,0.5641025900840759,0.5940239429473877,0.6982758641242981,0.9073913097381592,0.7481632828712463,0.24476281163434904,0.24890695543523522,0.24629489603024576,0.12624271875563667,0.24589086127547666,0.24115950540467612,0.21068668252080858,0.08403232514177693,0.1884149937526031
cgau6,10,5,128,0.2,0.1,0.2,0.6721999049186707,0.22034719073627043,0.5736842155456543,0.5244898200035095,0.5591304302215576,0.8488599061965942,0.5578754544258118,0.6250995993614197,0.6870689392089844,0.8752174377441406,0.7673469185829163,0.24457063711911356,0.24940024989587667,0.24650359168241967,0.1282967458540674,0.2466504313757061,0.23435008968111615,0.21500520214030916,0.10921190926275993,0.1785256143273636
cmor2.0-1.0,10,2,256,0.2,0.2,0.2,0.6720213890075684,0.2204086314020025,0.5767543911933899,0.5440816283226013,0.5526087284088135,0.8397393822669983,0.5666666626930237,0.6083665490150452,0.6672413945198059,0.9247826337814331,0.740408182144165,0.24410876423514935,0.24805680966264057,0.24723232514177693,0.13457713079183864,0.24555555555555553,0.23825669433818508,0.22203032104637338,0.06955973534971646,0.1922039150354019
shan1.0-1.0,10,2,256,0.2,0.1,0.2,0.6716645359992981,0.22053132157764876,0.5789473652839661,0.5355101823806763,0.552173912525177,0.8397393822669983,0.5776556730270386,0.5924302935600281,0.6836206912994385,0.9004347920417786,0.7555102109909058,0.24376731301939064,0.24873902540608084,0.24727788279773164,0.13457713079183864,0.24396959572783755,0.24145664354534058,0.21628344233055885,0.08965198487712665,0.18471453561016238
cgau6,10,5,256,0.2,0.2,0.2,0.6716197729110718,0.22054663992874668,0.5557017922401428,0.5383673310279846,0.550000011920929,0.8570032715797424,0.5468864440917969,0.6107569932937622,0.696982741355896,0.9095652103424072,0.7485714554786682,0.24689731455832561,0.24852794668887962,0.2475,0.12254867425649077,0.24780166109836443,0.23773289312868046,0.2111977928061831,0.0822563327032136,0.18821224489795918
shan1.0-1.0,10,5,256,0.2,0.2,0.2,0.6714413166046143,0.22060787350900954,0.5622807145118713,0.5461224317550659,0.552173912525177,0.8315960764884949,0.5703296661376953,0.6000000238418579,0.6788793206214905,0.9182608723640442,0.7567346692085266,0.24612111418898122,0.24787271970012495,0.24727788279773158,0.1400440322974249,0.2450537374713199,0.24000000000000005,0.21800219233055884,0.07505784499054821,0.18408729695960022
cmor2.0-1.0,10,2,256,0.1,0.1,0.2,0.67121821641922,0.22068432588004855,0.5719298124313354,0.5342857241630554,0.5595652461051941,0.838436484336853,0.5743589997291565,0.6027888655662537,0.6599137783050537,0.9265217781066895,0.7448979616165161,0.24482610033856572,0.24882448979591837,0.24645198487712663,0.1354607475941389,0.2444707429322814,0.23943445342137423,0.2244275787752675,0.06807920604914935,0.1900249895876718
cmor2.0-1.0,10,5,256,0.2,0.2,0.1,0.6708612442016602,0.22080644258824186,0.5719298124313354,0.5281632542610168,0.5534783005714417,0.8348534107208252,0.5626373887062073,0.5916334986686707,0.6887931227684021,0.9226087331771851,0.758775532245636,0.24482610033856572,0.249206830487297,0.24714007561436674,0.13787318698341625,0.24607656080183551,0.24160330788400186,0.21435716409036862,0.07140189035916825,0.18303523531861726
cgau6,10,2,128,0.1,0.1,0.2,0.6699241399765015,0.2211257863025308,0.5706140398979187,0.5416326522827148,0.5430434942245483,0.8312703371047974,0.5637362599372864,0.6342629790306091,0.6568965315818787,0.9239130616188049,0.7363265156745911,0.24501365804863032,0.24826672219908372,0.24814725897920603,0.1402599497076892,0.24593768868494145,0.2319734607387184,0.2253834720570749,0.07029773156899811,0.19414977092877966
shan1.0-1.0,10,5,256,0.2,0.2,0.1,0.6697903275489807,0.22117126346628024,0.5574561357498169,0.5285714268684387,0.5504347681999207,0.836482048034668,0.5761904716491699,0.5840637683868408,0.6918103694915771,0.9091304540634155,0.7653061151504517,0.24669879193598027,0.24918367346938775,0.24745633270321363,0.136779806682299,0.24419501133786842,0.2429332867732258,0.2132087916171225,0.08261228733459357,0.17961266139108703
cmor2.0-1.0,10,2,256,0.1,0.2,0.2,0.6694779396057129,0.22127723746391187,0.5767543911933899,0.5383673310279846,0.5491304397583008,0.8315960764884949,0.5615384578704834,0.5912350416183472,0.6767241358757019,0.9113043546676636,0.7632653117179871,0.2441087642351493,0.24852794668887962,0.24758620037807186,0.14004403229742493,0.24621301775147936,0.24167616387041477,0.21876857907253272,0.08082873345935729,0.1806913785922532
shan1.0-1.0,10,2,256,0.1,0.2,0.2,0.6674252152442932,0.22196878345849058,0.561842143535614,0.541224479675293,0.5530434846878052,0.8361563086509705,0.5838828086853027,0.5812749266624451,0.6633620858192444,0.904347836971283,0.7506122589111328,0.24617555401662056,0.24830054144106622,0.24718638941398863,0.13699890715020854,0.24296367856807422,0.24339439056522916,0.2233128344233056,0.08650283553875236,0.1871935027072053
cmor2.0-1.0,10,2,256,0.1,0.2,0.1,0.6670683026313782,0.22208819212593348,0.5671052932739258,0.5273469090461731,0.5508695840835571,0.8286644816398621,0.5666666626930237,0.578884482383728,0.681034505367279,0.9186956882476807,0.7591836452484131,0.2454968836565097,0.24925214493960848,0.24741228733459356,0.1419796496514552,0.24555555555555555,0.2437772416310852,0.21722651605231866,0.07469395085066162,0.18282382340691378
shan1.0-1.0,10,2,256,0.1,0.1,0.2,0.6670236587524414,0.22210310028850588,0.5574561357498169,0.5204081535339355,0.5513043403625488,0.8416938185691833,0.5732600688934326,0.5920318961143494,0.6616379022598267,0.9156522154808044,0.7583673596382141,0.24669879193598027,0.24958350687213662,0.2473678638941399,0.13324533947309788,0.2446329616659287,0.24153013444231047,0.22387317925089179,0.07723327032136107,0.18324631403581843
shan1.0-1.0,10,5,256,0.1,0.2,0.1,0.6647031903266907,0.22287283697734064,0.5570175647735596,0.531836748123169,0.5473912954330444,0.8185667395591736,0.5483516454696655,0.5717131495475769,0.6887931227684021,0.9139130711555481,0.7832652926445007,0.24674899969221298,0.24898642232403165,0.24775406427221172,0.14851520971044788,0.24766211810167854,0.24485722448850014,0.21435716409036862,0.07867599243856331,0.1697607663473553
