Density,Segment_Size,Dim,Dropout,Emb_Dropout,Layer_Dropout,Total_Test_Accuracy,Total_Test_Variance,Subject_1_Accuracy,Subject_2_Accuracy,Subject_3_Accuracy,Subject_4_Accuracy,Subject_5_Accuracy,Subject_6_Accuracy,Subject_7_Accuracy,Subject_8_Accuracy,Subject_9_Accuracy,Subject_1_Variance,Subject_2_Variance,Subject_3_Variance,Subject_4_Variance,Subject_5_Variance,Subject_6_Variance,Subject_7_Variance,Subject_8_Variance,Subject_9_Variance
20,5,128,0.2,0.2,0.1,0.679295003414154,0.21785331817626993,0.640350878238678,0.4918367266654968,0.5039130449295044,0.7501628398895264,0.6765567660331726,0.7434263229370117,0.6439655423164368,0.8600000143051147,0.7799999713897705,0.2303016312711604,0.24993336109954187,0.2499846880907372,0.18741854024976393,0.2188277046518805,0.19074363898985727,0.22927392984542208,0.12039999999999998,0.1716
10,5,128,0.1,0.1,0.1,0.6788487434387207,0.2180131324046745,0.6004385948181152,0.5208163261413574,0.5373913049697876,0.7442996501922607,0.6626373529434204,0.7697211503982544,0.6336206793785095,0.8547826409339905,0.7632653117179871,0.23991208833487226,0.24956668054977094,0.24860189035916821,0.1903176691529884,0.223549088274363,0.17725051983301854,0.23214551129607608,0.12412930056710776,0.1806913785922532
10,2,128,0.2,0.2,0.1,0.6788486838340759,0.21801313240467451,0.6385964751243591,0.5118367075920105,0.5139130353927612,0.7361563444137573,0.6725274920463562,0.7442231178283691,0.6594827771186829,0.8513043522834778,0.7628571391105652,0.23079101261926746,0.24985989171178674,0.24980642722117202,0.19423017750851473,0.22023427122328218,0.19035507372898844,0.22456524970273486,0.12658525519848768,0.1809061224489796
20,5,128,0.1,0.1,0.2,0.6784471273422241,0.21815662471393835,0.6390351057052612,0.5130612254142761,0.5347826480865479,0.7625406980514526,0.6373626589775085,0.7211155295372009,0.6521551609039307,0.8678261041641235,0.7591836452484131,0.23066924438288702,0.24982940441482715,0.2487901701323251,0.18107237212065913,0.23113150585678055,0.2011079189219219,0.22684880350772893,0.1147039697542533,0.18282382340691378
5,2,128,0.1,0.2,0.2,0.6776439547538757,0.21844264160613897,0.6377193331718445,0.5061224699020386,0.5065217614173889,0.7355048656463623,0.6560439467430115,0.7637450098991394,0.6603448390960693,0.8500000238418579,0.7648979425430298,0.23103339489073563,0.2499625156184923,0.24995746691871457,0.19453744867319547,0.22565028378215185,0.18043856446723064,0.22428953626634962,0.12749999999999997,0.17982907122032488
5,2,128,0.2,0.2,0.1,0.677643895149231,0.21844264160613897,0.6346491575241089,0.5032653212547302,0.5091304183006287,0.732899010181427,0.6589743494987488,0.7494024038314819,0.6577585935592651,0.845652163028717,0.7893877625465393,0.23186961372730067,0.24998933777592677,0.24991663516068055,0.19575804517819817,0.22472715318869163,0.18779844764368817,0.22511221759809755,0.13052457466918718,0.16625472719700127
20,5,128,0.1,0.2,0.2,0.6775992512702942,0.21845849360056124,0.6245614290237427,0.531836748123169,0.5017391443252563,0.757328987121582,0.6461538672447205,0.7442231178283691,0.675000011920929,0.8500000238418579,0.745306134223938,0.2344844567559249,0.2489864223240316,0.24999697542533084,0.18378179078823115,0.2286390532544379,0.19035507372898844,0.21937499999999996,0.12749999999999997,0.1898249062890462
20,5,128,0.1,0.2,0.1,0.6771531701087952,0.21861679451207577,0.5894737243652344,0.5171428322792053,0.5352174043655396,0.7534201741218567,0.6336996555328369,0.7450199127197266,0.6534482836723328,0.8973913192749023,0.7510204315185547,0.24199445983379503,0.24970612244897958,0.24875973534971643,0.18577820454328428,0.2321244079485838,0.18996523864700557,0.22645362663495838,0.09208015122873343,0.18698875468554768
5,5,256,0.1,0.2,0.2,0.6768853664398193,0.21871158390316686,0.6258772015571594,0.5130612254142761,0.5008695721626282,0.7495113611221313,0.6450549364089966,0.7330677509307861,0.6655172109603882,0.8730434775352478,0.7669387459754944,0.2341549322868575,0.2498294044148272,0.2499992438563327,0.18774406094494372,0.22895906291510684,0.19567943365978321,0.22260404280618307,0.11083856332703214,0.17874369012911287
10,2,128,0.1,0.1,0.2,0.6762606501579285,0.21893220161124444,0.6434210538864136,0.5089796185493469,0.519565224647522,0.7446253895759583,0.6344322562217712,0.7358565926551819,0.6577585935592651,0.8682608604431152,0.7583673596382141,0.22943040166204987,0.24991936693044567,0.24961720226843104,0.19015841016880816,0.23192797434555676,0.19437167664005334,0.2251122175980975,0.11438393194706993,0.18324631403581843
20,2,256,0.1,0.1,0.1,0.6758589744567871,0.21907361510099094,0.6271929740905762,0.522857129573822,0.530434787273407,0.7410423159599304,0.639194130897522,0.7223107814788818,0.6366379261016846,0.8921739459037781,0.7563265562057495,0.23382194521391195,0.24947755102040817,0.24907372400756142,0.19189858778342475,0.23062499161400263,0.20057792733448676,0.23133007580261597,0.09619962192816635,0.1842967097042899
10,5,128,0.1,0.2,0.2,0.6757251024246216,0.21912068124747489,0.6451754570007324,0.5187755227088928,0.49782609939575195,0.7638436555862427,0.6424908638000488,0.7239043712615967,0.6586207151412964,0.8373913168907166,0.7697958946228027,0.22892409202831646,0.24964748021657643,0.2499952741020794,0.18038652930004564,0.22969635980624994,0.19986682751067442,0.22483947681331753,0.1361671077504726,0.17721016243231982
20,5,128,0.2,0.2,0.2,0.6756805181503296,0.2191363619981438,0.613596498966217,0.5232653021812439,0.5273913145065308,0.7459283471107483,0.622710645198822,0.7386454343795776,0.6607758402824402,0.8765217661857605,0.7571428418159485,0.23709583718067098,0.24945872553102877,0.24924971644612479,0.18951925219365726,0.23494210307397115,0.19304836431167757,0.22415112217598093,0.10823137996219279,0.18387755102040818
20,2,128,0.2,0.2,0.2,0.6753681898117065,0.21924601574526578,0.6267544031143188,0.5053061246871948,0.519565224647522,0.7452768683433533,0.6384615302085876,0.7446215152740479,0.6543103456497192,0.8673913478851318,0.7591836452484131,0.23393332563865804,0.24997184506455644,0.24961720226843098,0.1898392555889187,0.2308284023668639,0.1901603149156362,0.22618831747919144,0.11502362948960304,0.18282382340691378
10,2,256,0.1,0.2,0.2,0.6746095418930054,0.2195115052903368,0.6561403870582581,0.508571445941925,0.5256521701812744,0.7390879392623901,0.6373626589775085,0.7290836572647095,0.6452586054801941,0.8708695769309998,0.746122419834137,0.22562019082794701,0.24992653061224493,0.24934196597353497,0.19283695317722205,0.23113150585678055,0.1975206742750115,0.2288999331153389,0.11245576559546314,0.1894237401082882
20,5,256,0.2,0.2,0.2,0.673895537853241,0.21976032644634763,0.6337719559669495,0.5061224699020386,0.5130434632301331,0.7622149586677551,0.6362637281417847,0.7243028283119202,0.6491379141807556,0.8743478655815125,0.7448979616165161,0.23210507079101264,0.24996251561849225,0.24982986767485826,0.18124330231620497,0.23143219417944685,0.19968825891652517,0.22775787752675383,0.10986370510396976,0.1900249895876718
20,5,128,0.2,0.1,0.1,0.6736724376678467,0.21983787398092539,0.6021929979324341,0.5199999809265137,0.5395652055740356,0.7482084631919861,0.6424908638000488,0.7243028283119202,0.6478448510169983,0.865217387676239,0.753877580165863,0.23955659433671897,0.2496,0.24843459357277883,0.18839255588918716,0.22969635980624992,0.19968825891652517,0.22814190695600475,0.11661625708884685,0.18554618908788004
5,5,128,0.2,0.1,0.2,0.6732261776924133,0.21999267036911593,0.6311403512954712,0.5216326713562012,0.5139130353927612,0.7260586023330688,0.6461538672447205,0.7350597977638245,0.6521551609039307,0.8582608699798584,0.7604081630706787,0.2328022083718067,0.24953202832153265,0.24980642722117202,0.19889749493363323,0.2286390532544379,0.19474690877922574,0.22684880350772893,0.12164914933837429,0.18218758850478967
5,5,128,0.2,0.2,0.2,0.6731816530227661,0.22000812810466416,0.6188596487045288,0.504897952079773,0.5173913240432739,0.7413680553436279,0.6575091481208801,0.7334661483764648,0.6620689630508423,0.8473913073539734,0.7555102109909058,0.23587238381040326,0.24997600999583505,0.2496975425330813,0.19174145083767466,0.22519086530075538,0.19549356359422865,0.2237336504161712,0.12931928166351606,0.1847145356101624
10,2,256,0.2,0.1,0.1,0.6729585528373718,0.2200853570462125,0.6232456564903259,0.5126530528068542,0.5134782791137695,0.7436481714248657,0.6626373529434204,0.712350606918335,0.6499999761581421,0.8765217661857605,0.7424489855766296,0.23481051862111418,0.24983990004164933,0.24981833648393198,0.19063555050981976,0.223549088274363,0.20490722369486195,0.22749999999999998,0.10823137996219279,0.1912184922948771
20,5,128,0.1,0.1,0.1,0.6729139685630798,0.22010079088728357,0.6140351295471191,0.5097959041595459,0.516086995601654,0.7400651574134827,0.6527472734451294,0.7211155295372009,0.6478448510169983,0.8821739554405212,0.7542856931686401,0.2369959987688519,0.24990403998334024,0.24974120982986772,0.19236872539761696,0.2266682767781669,0.2011079189219219,0.22814190695600475,0.10394310018903592,0.18533877551020408
20,2,256,0.2,0.1,0.1,0.6728692054748535,0.2201162207459417,0.6070175766944885,0.5167347192764282,0.5486956834793091,0.7319217920303345,0.6304029226303101,0.7087649703025818,0.6603448390960693,0.8904348015785217,0.7510204315185547,0.2385472453062481,0.2497199500208247,0.2476287334593573,0.1962122675041645,0.2329950757423285,0.20641719972698844,0.22428953626634962,0.09756068052930056,0.1869887546855477
10,2,256,0.2,0.2,0.2,0.6721999049186707,0.22034719073627046,0.6236842274665833,0.5155102014541626,0.5243478417396545,0.7273615598678589,0.6457875370979309,0.7151394486427307,0.6655172109603882,0.8752174377441406,0.7448979616165161,0.23470221606648198,0.2497594335693461,0.24940718336483939,0.19830671943468894,0.2287459914932443,0.20371502039650163,0.22260404280618307,0.10921190926275993,0.1900249895876718
5,2,128,0.2,0.2,0.2,0.6721999049186707,0.22034719073627046,0.6346491575241089,0.508571445941925,0.5065217614173889,0.7390879392623901,0.6739926934242249,0.7318724989891052,0.6487069129943848,0.821739137172699,0.7612245082855225,0.23186961372730072,0.24992653061224493,0.24995746691871457,0.19283695317722205,0.2197265493968791,0.1962351391247758,0.2278862589179548,0.14648393194706993,0.18176176593086213
10,2,256,0.2,0.2,0.1,0.6721553206443787,0.2203625568763229,0.6324561238288879,0.49877551198005676,0.5004348158836365,0.742671012878418,0.6531135439872742,0.7175298929214478,0.6659482717514038,0.8704348206520081,0.7497959136962891,0.23245537088334872,0.24999850062473963,0.2499998109640832,0.1911107810162442,0.22655623985294315,0.2026807510991889,0.22246116973840668,0.1127780718336484,0.18760199916701376
5,2,256,0.2,0.2,0.2,0.6712628602981567,0.2206690433706665,0.63289475440979,0.5057142972946167,0.519565224647522,0.7338762283325195,0.6556776762008667,0.7111554145812988,0.642241358757019,0.8691304326057434,0.754693865776062,0.2323389889196676,0.24996734693877548,0.24961720226843098,0.19530191301764477,0.22576446752270932,0.2054134061364105,0.22976739001189064,0.11374272211720228,0.1851310287380258
5,2,128,0.1,0.1,0.2,0.6712182760238647,0.22068432588004855,0.6333333253860474,0.5216326713562012,0.5221739411354065,0.7149837017059326,0.6747252941131592,0.7342629432678223,0.625,0.852173924446106,0.7465305924415588,0.23222222222222225,0.24953202832153265,0.24950831758034026,0.20378200299207422,0.21947107837217728,0.19512087109728418,0.234375,0.12597353497164462,0.18922265722615578
20,2,128,0.2,0.1,0.1,0.6712182760238647,0.22068432588004855,0.6236842274665833,0.5146938562393188,0.5343478322029114,0.7338762283325195,0.6417582631111145,0.7290836572647095,0.6612069010734558,0.8369565606117249,0.7493877410888672,0.23470221606648198,0.24978408996251564,0.24882022684310018,0.1953019130176448,0.22990460089361184,0.1975206742750115,0.22401233650416172,0.1364603024574669,0.18780574760516447
10,5,128,0.1,0.1,0.2,0.6710396409034729,0.22074541609344805,0.6179824471473694,0.5195918083190918,0.5334782600402832,0.7550488710403442,0.639194130897522,0.7250996232032776,0.6258620619773865,0.8669565320014954,0.7346938848495483,0.2360801400430901,0.24961615993336106,0.24887920604914934,0.1849500790459315,0.23062499161400257,0.19933016936239106,0.2341587395957194,0.11534291115311911,0.1949187838400666
10,5,128,0.2,0.1,0.1,0.6707720160484314,0.22083693194116147,0.6092105507850647,0.49918368458747864,0.510869562625885,0.7482084631919861,0.6545787453651428,0.7350597977638245,0.6336206793785095,0.8556522130966187,0.7665306329727173,0.23807306094182823,0.24999933361099544,0.2498818525519849,0.18839255588918716,0.22610540863288114,0.1947469087792257,0.23214551129607608,0.12351153119092628,0.17896143273635984
10,2,256,0.1,0.2,0.1,0.6707719564437866,0.22083693194116147,0.6171053051948547,0.5224489569664001,0.5056521892547607,0.7283387780189514,0.6487179398536682,0.7247012257575989,0.6435344815254211,0.8726087212562561,0.7575510144233704,0.23628635734072023,0.24949604331528533,0.24996805293005675,0.1978614096701291,0.22788297172912556,0.19950937286709733,0.2293978522592152,0.11116275992438565,0.18366747188671387
20,5,256,0.1,0.2,0.1,0.6707273721694946,0.22085217064400198,0.6100877523422241,0.5069387555122375,0.5247825980186462,0.7508143186569214,0.6278388500213623,0.6996015906333923,0.6413792967796326,0.9039130806922913,0.754693865776062,0.2378806940597107,0.24995185339441897,0.24938582230623815,0.18709217073921205,0.23365723409679454,0.21015920382216155,0.23001189060642088,0.08685425330812856,0.18513102873802578
5,5,256,0.1,0.1,0.2,0.6704595685005188,0.22094351923037484,0.6307017803192139,0.4902040958404541,0.5186956524848938,0.7345276474952698,0.6578754782676697,0.7310757040977478,0.6586207151412964,0.854347825050354,0.740408182144165,0.23291705140043087,0.24990403998334024,0.249650472589792,0.19499676389139411,0.2250753398006145,0.1966040221583784,0.22483947681331748,0.124437618147448,0.1922039150354019
10,5,256,0.2,0.2,0.1,0.6704150438308716,0.22095873005632527,0.6184210777282715,0.5155102014541626,0.5365217328071594,0.7306188941001892,0.6406593322753906,0.7067729234695435,0.6318965554237366,0.8813043832778931,0.7583673596382141,0.23597645429362885,0.24975943356934616,0.24866616257088847,0.19681492641831744,0.23021494988527957,0.207244964365645,0.2326032996432818,0.10460699432892252,0.1832463140358184
20,5,128,0.2,0.1,0.2,0.6703703999519348,0.2209739368998628,0.621052622795105,0.508571445941925,0.5278260707855225,0.7397394180297852,0.6329670548439026,0.7219123840332031,0.6508620381355286,0.8726087212562561,0.7424489855766296,0.23534626038781167,0.24992653061224493,0.24922570888468806,0.19252501352799495,0.23231976814394398,0.20075490865224363,0.22724063614744353,0.11116275992438564,0.1912184922948771
10,2,256,0.1,0.1,0.2,0.6699687242507935,0.2211106192831219,0.6434210538864136,0.5102040767669678,0.5130434632301331,0.742019534111023,0.660805881023407,0.7095617651939392,0.637499988079071,0.8591304421424866,0.7342857122421265,0.22943040166204992,0.24989587671803412,0.24982986767485826,0.19142654033464548,0.22414147513048613,0.20608387168457643,0.23109374999999996,0.12102533081285442,0.19511020408163268
10,5,128,0.2,0.2,0.1,0.6699241399765015,0.2211257863025308,0.6188596487045288,0.5069387555122375,0.5034782886505127,0.7413680553436279,0.6384615302085876,0.7318724989891052,0.6568965315818787,0.8530434966087341,0.7591836452484131,0.2358723838104032,0.24995185339441897,0.2499879017013233,0.19174145083767466,0.2308284023668639,0.1962351391247758,0.2253834720570749,0.1253603024574669,0.18282382340691378
10,5,128,0.2,0.1,0.2,0.6697903275489807,0.22117126346628027,0.6162281036376953,0.5175510048866272,0.5126087069511414,0.731596052646637,0.6516483426094055,0.7270916700363159,0.6353448033332825,0.859565258026123,0.7579591870307922,0.23649103570329325,0.24969196168263222,0.24984102079395085,0.19636325053846726,0.22700277744233788,0.19842939000968238,0.2316817776456599,0.12071285444234406,0.18345705955851727
10,5,256,0.2,0.2,0.2,0.6697010397911072,0.22120156166338215,0.6241227984428406,0.5061224699020386,0.5421739220619202,0.7384364604949951,0.6446886658668518,0.7007968425750732,0.6418103575706482,0.8778260946273804,0.7363265156745911,0.23459352877808556,0.24996251561849225,0.24822136105860113,0.19314804401107702,0.22906519609816312,0.2096806399898414,0.22988982609988104,0.10724744801512286,0.19414977092877966
5,5,128,0.1,0.2,0.2,0.6696563959121704,0.2212167047883139,0.6460526585578918,0.4983673393726349,0.48739132285118103,0.7719869613647461,0.6406593322753906,0.7155378460884094,0.6465517282485962,0.8221739530563354,0.7697958946228027,0.22866862880886424,0.24999733444398167,0.24984102079395085,0.17602308777811967,0.23021494988527955,0.20354343581847906,0.22852259215219978,0.14620396975425332,0.17721016243231985
20,2,256,0.1,0.2,0.2,0.6696117520332336,0.22123184393083262,0.6048246026039124,0.522040843963623,0.5269565582275391,0.7462540864944458,0.6285714507102966,0.7047808766365051,0.6439655423164368,0.8808695673942566,0.7510204315185547,0.23901181132656202,0.24951420241566022,0.24927334593572772,0.18935893219026198,0.233469387755102,0.20806479262233937,0.22927392984542214,0.1049383742911153,0.18698875468554768
5,5,128,0.1,0.1,0.1,0.6694332361221313,0.2212923606767792,0.6407895088195801,0.4938775599002838,0.5121739506721497,0.7397394180297852,0.6597069501876831,0.7398406267166138,0.6306034326553345,0.845652163028717,0.741224467754364,0.23017832409972297,0.24996251561849234,0.24985179584120987,0.19252501352799498,0.22449368702115954,0.1924764686274821,0.23294273929845422,0.13052457466918718,0.19181074552269886
20,5,256,0.1,0.1,0.2,0.6688085198402405,0.2215036675035707,0.6026315689086914,0.5106122493743896,0.5343478322029114,0.7439739108085632,0.6351648569107056,0.6876494288444519,0.6465517282485962,0.8891304731369019,0.7530612349510193,0.2394667590027701,0.2498873802582257,0.24882022684310023,0.19047671593332555,0.23173046733486294,0.21478770178251136,0.22852259215219978,0.09857750472589791,0.1859600166597251
5,2,256,0.2,0.2,0.1,0.6684515476226807,0.22162406380940491,0.6219298243522644,0.5122448801994324,0.54347825050354,0.7136807441711426,0.6399267315864563,0.7306773066520691,0.6426724195480347,0.8704348206520081,0.7314285635948181,0.23513311788242536,0.24985006247396915,0.24810964083175804,0.20434052350688073,0.23042050745347453,0.19678798749226203,0.22964458234244944,0.1127780718336484,0.19644081632653057
5,2,256,0.1,0.1,0.2,0.6680946350097656,0.2217442052408155,0.6232456564903259,0.4983673393726349,0.5308696031570435,0.7465797662734985,0.6395604610443115,0.7027888298034668,0.6456896662712097,0.8626087307929993,0.7448979616165161,0.23481051862111418,0.24999733444398164,0.2490470699432892,0.18919839998302368,0.2305228837096969,0.20887668449707147,0.22877452437574317,0.11851493383742909,0.1900249895876718
5,5,256,0.2,0.2,0.1,0.6677376627922058,0.2218640917978026,0.6302631497383118,0.4963265359401703,0.532608687877655,0.7384364604949951,0.6289377212524414,0.7215139269828796,0.629741370677948,0.8773913383483887,0.7395918369293213,0.23303150969529085,0.24998650562265728,0.2489366729678639,0.19314804401107702,0.23337506205638076,0.20093157251472196,0.23316717449464922,0.1075758034026465,0.1925957517700958
5,5,128,0.1,0.2,0.1,0.6673805713653564,0.22198372348036602,0.6324561238288879,0.518367350101471,0.5113043785095215,0.7413680553436279,0.622710645198822,0.7151394486427307,0.6525862216949463,0.8617391586303711,0.7351020574569702,0.23245537088334872,0.2496626405664306,0.24987221172022683,0.19174145083767466,0.2349421030739712,0.20371502039650166,0.22671744946492267,0.11914480151228733,0.19472703040399833
